"Name","RouteID"
"Q4 - Q4 VEIRS MILL RD     (123)","Q4"
"Q4 - Q4 VEIRS MILL RD     (123)","Q4v1"
"Q5 - Q5 VEIRS MILL RD     (123)","Q5"
"Q6 - Q6 VEIRS MILL RD     (123)","Q6"
"Q6 - Q6 VEIRS MILL RD     (123)","Q6v1"
"R1 - R1 RIGGS ROAD        (800)","R1"
"R11 - R11 KENILWORTH AVENUE (36)","R11"
"R12 - R12 KENILWORTH AVENUE (36)","R12"
"R2 - R2 RIGGS ROAD        (800)","R2"
"R2 - R2 RIGGS ROAD        (800)","R2v1"
"R2 - R2 RIGGS ROAD        (800)","R2v2"
"R3 - R3 GBLT- P G PLAZA(801)","R3"
"R4 - R4 QUEENS CHAPEL RD  (802)","R4"
"REX - REX RICH HWY EXPRESS(131)","R99"
"S1 - S1 16TH ST-POT PARK  (109)","S1"
"S1 - S1 16TH ST-POT PARK  (109)","S1v1"
"S2 - S2 SIXTEENTH STREET  (108)","S2"
"S2 - S2 SIXTEENTH STREET  (108)","S2c3"
"S2 - S2 SIXTEENTH STREET  (108)","S2c4"
"S2 - S2 SIXTEENTH STREET  (108)","S2c5"
"S2 - S2 SIXTEENTH STREET  (108)","S2cv1"
"S2 - S2 SIXTEENTH STREET  (108)","S2cv3"
"S2 - S2 SIXTEENTH STREET  (108)","S2v1"
"S2 - S2 SIXTEENTH STREET  (108)","S2v2"
"S2 - S2 SIXTEENTH STREET  (108)","S2v3"
"S2 - S2 SIXTEENTH STREET  (108)","S2v5"
"S35 - S35 SOUSA MIDDLE SCH  (539)","S35"
"S4 - S4 SIXTEENTH STREET  (108)","S4"
"S41 - S41 SPINGARN HI SCH   (540)","S41"
"S4 - S4 SIXTEENTH STREET  (108)","S4c"
"S4 - S4 SIXTEENTH STREET  (108)","S4cv1"
"S4 - S4 SIXTEENTH STREET  (108)","S4v1"
"S80 - S80 SPRINGFIELD CIRCULATOR (6","S80"
"S9 - S9 16TH ST LIMITED(112)","S9"
"S91 - S91 SPRINGFIELD CIRCULATOR (6","S91"
"SH99 - SH99 SHEP PKWY OPERATOR SHUT","SH99"
"T18 - T18 ANNAPOLIS ROAD    (9)","T18"
"T18 - T18 ANNAPOLIS ROAD    (9)","T18v1"
"T2 - T2 RIVER ROAD        (102)","T2"
"U2 - U2 MINN AVE-ANAC     (134)","U2"
"U4 - U4 SHER RD-RIV TERR  (78)","U4"
"U4 - U4 SHER RD-RIV TERR  (78)","U4c"
"U5 - U5 MAYFAIR-MARS HGTS (135)","U5"
"U5 - U5 MAYFAIR-MARS HGTS (135)","U5cv3"
"U5 - U5 MAYFAIR-MARS HGTS (135)","U5v2"
"U6 - U6 MAYFAIR-MARS HGTS (135)","U6"
"U6 - U6 MAYFAIR-MARS HGTS (135)","U6c"
"U6 - U6 MAYFAIR-MARS HGTS (135)","U6cv2"
"U6 - U6 MAYFAIR-MARS HGTS (135)","U6cv4"
"U6 - U6 MAYFAIR-MARS HGTS (135)","U6v2"
"U8 - U8 CAP HTS-BENN HTS  (44)","U8"
"U8 - U8 CAP HTS-BENN HTS  (44)","U8c"
"U8 - U8 CAP HTS-BENN HTS  (44)","U8cv1"
"U8 - U8 CAP HTS-BENN HTS  (44)","U8v1"
"V12 - V12 DIST HTS-SUITLAND(790)","V12"
"V14 - V14 DIS HTS-SEAT PLEA (38)","V14"
"V14 - V14 DIS HTS-SEAT PLEA (38)","V14c"
"V14 - V14 DIS HTS-SEAT PLEA (38)","V14v1"
"V15 - V15 DIS HTS-SEAT PLEA (38)","V15"
"V15 - V15 DIS HTS-SEAT PLEA (38)","V15c"
"V5 - V5 FX VILL-LENF PLAZ (57)","V5"
"V7 - V7 MINN AVE-M STREET (114)","V7"
"V7 - V7 MINN AVE-M STREET (114)","V7c"
"V7 - V7 MINN AVE-M STREET (114)","V7v1"
"V8 - V8 MINN AVE-M STREET (114)","V8"
"V9 - V9 MINN AVE-M STREET (114)","V9"
"W13 - W13 BOCK ROAD         (580)","W13"
"W13 - W13 BOCK ROAD         (580)","W13c"
"W13 - W13 BOCK ROAD         (580)","W13v1"
"W14 - W14 BOCK ROAD         (580)","W14"
"W15 - W15 CAMP SPRINGS-INDIAN HEAD ","W15"
"W19 - W19 INDIAN HEAD EXP (645)","W19"
"W19 - W19 INDIAN HEAD EXP (645)","W19v1"
"W19 - W19 INDIAN HEAD EXP (645)","W19v2"
"W2 - W2 UNITED MED CTR-ANAC(158)","W2"
"W2 - W2 UNITED MED CTR-ANAC(158)","W2c"
"W2 - W2 UNITED MED CTR-ANAC(158)","W2cv1"
"W2 - W2 UNITED MED CTR-ANAC(158)","W2v1"
"W2 - W2 UNITED MED CTR-ANAC(158)","W2v2"
"W2 - W2 UNITED MED CTR-ANAC(158)","W2v3"
"W2 - W2 UNITED MED CTR-ANAC(158)","W2v4"
"W2 - W2 UNITED MED CTR-ANAC(158)","W2v5"
"W3 - W3 UNITED MED CTR-ANAC(158)","W3"
"W3 - W3 UNITED MED CTR-ANAC(158)","W3v1"
"W45 - W45 WILSON HI SCH     (550)","W45"
"W47 - W47 WILSON HI SCH     (550)","W47"
"W4 - W4 DEANWOOD-ALAB AVE (95)","W4c"
"W4 - W4 DEANWOOD-ALAB AVE (95)","W4v1"
"W5 - W5 ANAC-FORT DRUM    (582)","W5"
"W6 - W6 GARFELD-ANAC LOOP (15)","W6"
"W6 - W6 GARFELD-ANAC LOOP (15)","W6v1"
"W8 - W8 GARFELD-ANAC LOOP (15)","W8"
"W8 - W8 GARFELD-ANAC LOOP (15)","W8c"
"W8 - W8 GARFELD-ANAC LOOP (15)","W8v1"
"W99 - W99 WEST OX EMPLOYEE SHUT(515","W99"
"W99 - W99 WEST OX EMPLOYEE SHUT(515","W99v1"
"X1 - X1 BENNING ROAD      (151)","X1"
"X2 - X2 BENNING RD-H ST   (14)","X2"
"X2 - X2 BENNING RD-H ST   (14)","X2vS1"
"X2 - X2 BENNING RD-H ST   (14)","X2vS2"
"X2 - X2 BENNING RD-H ST   (14)","X2vS3"
"X3 - X3 BENNING ROAD      (151)","X3"
"X8 - X8 MARYLAND AVENUE   (25)","X8"
"X9 - X9 BENNING RD-H ST LTD(11)","X9"
"Y5 - Y5 GEORGIA AVE-MD  (53)","Y5"
"Y5 - Y5 GEORGIA AVE-MD  (53)","Y5c"
"Y7 - Y7 GEORGIA AVE-MD  (53)","Y7"
"Y7 - Y7 GEORGIA AVE-MD  (53)","Y7c"
"Y7 - Y7 GEORGIA AVE-MD  (53)","Y7cv1"
"Y7 - Y7 GEORGIA AVE-MD  (53)","Y7v1"
"Y8 - Y8 GEORGIA AVE-MD  (53)","Y8"
"Y8 - Y8 GEORGIA AVE-MD  (53)","Y8c"
"Y9 - Y9 GEORGIA AVE-MD  (53)","Y9"
"Y9 - Y9 GEORGIA AVE-MD  (53)","Y9v1"
"Z11 - Z11 GRNCASTLE-BRG CHANEY EXP ","Z11"
"Z11 - Z11 GRNCASTLE-BRG CHANEY EXP ","Z11v1"
"Z13 - Z13 GRNCASTLE-BRG CHANEY EXP ","Z13"
"Z29 - Z29 LAUREL-BURTONSVILL EXP (1","Z29"
"Z29 - Z29 LAUREL-BURTONSVILL EXP (1","Z29v1"
"Z29 - Z29 LAUREL-BURTONSVILL EXP (1","Z29v2"
"Z2 - Z2 COLESVILLE - ASHTON     (30","Z2v2"
"Z2 - Z2 COLESVILLE - ASHTON     (30","Z2v4"
"Z2 - Z2 COLESVILLE - ASHTON     (30","Z2v5"
"Z2 - Z2 COLESVILLE - ASHTON     (30","Z2vS"
"Z6 - Z6 CALVERTON-WESTFARM  (146)","Z6"
"Z6 - Z6 CALVERTON-WESTFARM  (146)","Z6c"
"Z6 - Z6 CALVERTON-WESTFARM  (146)","Z6v1"
"Z8 - Z8 FAIRLAND          (147)","Z8"
"Z8 - Z8 FAIRLAND          (147)","Z8c"
"Z8 - Z8 FAIRLAND          (147)","Z8v1"
"Z8 - Z8 FAIRLAND          (147)","Z8v2"
"Z8 - Z8 FAIRLAND          (147)","Z8v3"
"Z8 - Z8 FAIRLAND          (147)","Z8v4"
"Z8 - Z8 FAIRLAND          (147)","Z8v5"
"Z8 - Z8 FAIRLAND          (147)","Z8v9"
"Z9 - Z9 LAUREL-BURTONSVILL EXP (104","Z9"
"Z9 - Z9 LAUREL-BURTONSVILL EXP (104","Z9c"
"Z9 - Z9 LAUREL-BURTONSVILL EXP (104","Z9v1"
"Z9 - Z9 LAUREL-BURTONSVILL EXP (104","Z9v2"
